       Instance   Obj_Value     Obj_1     Obj_2      OBj_3  RelativeGap%      Status     CPUtime	Processing_Order                                      Vehicle_Routes
 2_20_5_2.0_0.5     61415.7      5283     18700    37432.7       73.6367    Feasible     3608.86	19-15-11-2-4-9-3-6-17-12-10-20-1-5-16-8-7-13-14-18    | 2-15-11-19 | 9-6-4-3 | 10-17-20-12 | 8-7-1-5-16 | 13-14-18 |
 3_20_5_2.0_0.5       63399      5436     24440      33523       76.1903    Feasible     3617.84	18-9-7-1-20-17-6-16-12-4-2-11-10-8-15-19-14-13-5-3    | 9-1-7-18 | 16-6-17-20 | 12-4-2-11 | 15-10-8-14-19-13 | 3-5 |
 4_20_5_2.0_0.5     61021.1      5779     15520    39722.1       73.9692    Feasible     3616.03	7-14-15-18-9-17-19-8-12-3-6-16-13-2-20-10-5-11-4-1    | 14-15-18-7 | 19-17-8-9-12 | 3-13-6-16 | 2-20-1-11-10-4-5 |
 5_20_5_2.0_0.5     66369.5      6715     16300    43354.5       78.5302    Feasible     3617.76	11-14-1-19-3-12-2-4-5-6-16-17-15-9-20-18-10-13-8-7    | 1-14-19-11 | 3-5-2-12-4 | 6-16-17-15-18-9-20 | 13-8-10-7 |
 1_20_5_2.0_1.0     54596.1      6062     20580    27954.1       64.7521    Feasible     3630.36	3-20-4-2-5-6-11-14-17-19-13-16-10-15-7-12-9-8-1-18    | 20-4-3-2 | 6-11-17-14-5 | 19-13-15-10-16 | 9-12-7 | 8-18-1 |
 2_20_5_2.0_1.0     44336.9      6026     12620    25690.9        71.211    Feasible      3622.2	2-7-11-18-6-12-15-1-20-16-5-14-4-9-17-10-3-13-19-8    | 6-18-2-7-11 | 1-12-15 | 20-16 | 4-14-10-9-3-17-5 | 8-19-13 |
 3_20_5_2.0_1.0     55497.4      6367     14040    35090.4       75.8329    Feasible     3615.67	6-8-3-9-12-4-13-15-16-18-5-19-20-7-11-14-2-1-10-17    | 3-8-6 | 13-9-4-15-12 | 7-19-18-16-20-11-5 | 2-14 | 1-10-17 |
 4_20_5_2.0_1.0     47009.6      4893      9140    32976.6       76.3025    Feasible     3607.83	2-15-1-13-7-20-4-6-17-16-9-18-3-5-10-14-11-8-12-19    | 13-15-1-7-2 | 4-6-20-17 | 16-9-18-10-5-3 | 11-12-8-19-14 |
 5_20_5_2.0_1.0       57363      6214     18580      32569       71.7141    Feasible     3614.97	5-9-13-16-12-1-19-18-17-2-7-6-20-4-8-10-14-11-15-3    | 9-5-12-16-13 | 1-19-18 | 6-2-7-17 | 4-8-20 | 10-11-15-3-14 |
 1_20_5_2.0_1.5     69211.5      5263     21200    42748.5       78.3688    Feasible     3616.37	11-14-12-6-1-17-8-7-16-9-2-19-20-15-5-3-10-18-4-13    | 14-12-11-6 | 8-1-7-17-16 | 9-2-19-20 | 5-18-3-15-4-13-10 |
 2_20_5_2.0_1.5       50227      6248     14300      29679       70.3792    Feasible     3618.68	4-11-5-10-19-7-13-18-15-9-3-6-20-1-16-14-17-12-8-2    | 11-5-10 | 4-19 | 18-9-13-15-7 | 20-3-1-16-6 | 8-17-2-12-14 |
 3_20_5_2.0_1.5     58119.2      4782     16560    36777.2       73.1547    Feasible     3629.06	20-19-5-13-16-3-6-12-15-9-18-14-2-10-11-17-4-8-7-1    | 19-13-16-20-5 | 9-15-12-6-3 | 10-11-2-18-14-17 | 4-7-8-1 |
 4_20_5_2.0_1.5     56539.7      4999     14840    36700.7       75.6552    Feasible     3614.41	4-7-14-3-12-8-1-15-20-16-17-18-13-11-5-10-2-19-9-6    | 12-4-3-14-7 | 18-17-8-16-1-15-20 | 5-11-13 | 10-6-19-9-2 |
 5_20_5_2.0_1.5     51690.1      5885     18820    26985.1        76.694    Feasible     3616.99	18-19-15-9-4-12-5-7-16-10-2-8-11-17-1-13-14-3-6-20    | 18-9-19-15 | 4-12-5 | 16-7-2-10 | 1-11-8-17 | 13-14-3-20-6 |
 1_20_5_2.0_2.0     60181.2      5005     20780    34396.2       75.3829    Feasible      3623.8	9-11-8-10-20-19-2-18-6-5-7-1-3-14-12-17-16-4-15-13    | 8-20-11-9-10 | 2-19-6-18 | 3-1-14-7-5 | 16-12-17 | 4-15-13 |
 2_20_5_2.0_2.0     46994.3      5081     12020    29893.3       73.1848    Feasible     3617.73	12-6-7-10-20-1-15-18-19-11-17-13-3-14-8-4-9-16-5-2    | 12-6-10-20-7 | 18-1-11-19-15 | 17-14-3-13 | 9-8-2-4-5-16 |
 3_20_5_2.0_2.0     42586.7      4801     15200    22585.7       76.6722    Feasible     3611.64	4-9-11-3-18-8-5-7-12-15-2-16-19-17-10-20-13-6-14-1    | 11-9 | 8-5-4-3-7-18 | 15-2-16-19-12 | 17-20-10 | 13-14-6-1 |
 4_20_5_2.0_2.0     59687.1      4878     20760    34049.1       71.3763    Feasible     3627.45	6-13-9-8-11-20-10-7-3-5-2-1-17-15-4-12-14-19-16-18    | 8-6-9-13 | 20-3-10-7-11 | 5-1-12-14-4-2-17-15 | 16-19-18 |
 5_20_5_2.0_2.0     52065.5      6681     15980    29404.5       73.7525    Feasible     3614.75	1-12-5-18-4-11-10-16-20-6-14-7-13-2-3-15-17-8-19-9    | 12-16-1-11-4-18-5-10 | 20-6 | 14-13-2-7 | 15-3-8-17 | 9-19 |
 1_20_5_2.0_2.5     52228.3      5382     15140    31701.3       78.7613    Feasible     3617.66	19-17-3-11-10-12-16-8-9-20-7-15-13-2-18-1-5-14-4-6    | 19-17-3-10-11 | 8-12-16 | 9-20-7-15 | 2-18-13-1 | 5-6-14-4 |
 2_20_5_2.0_2.5     48845.8      4492     17660    26693.8       69.6947    Feasible     3620.53	8-12-5-3-16-20-17-19-13-2-18-10-14-6-11-15-1-7-9-4    | 16-12-20-5-3-8 | 17-19-10-2-18-13 | 14-11-15-6 | 1-4-9-7 |
 3_20_5_2.0_2.5     43941.6      5509     13720    24712.6       76.8615    Feasible     3612.97	15-17-3-14-1-16-12-10-8-5-7-19-20-6-2-13-18-11-9-4    | 15-17-3-14 | 12-16-1 | 5-7-8-10 | 2-19-20-6 | 9-11-4-18-13 |
 4_20_5_2.0_2.5     65220.8      7001     19960    38259.8       77.5381    Feasible     3607.13	12-19-11-5-18-14-16-3-13-1-7-6-2-20-4-15-8-10-17-9    | 5-18-11-19-12 | 1-13-14-3-16 | 6-20-7-2 | 15-8-4 | 9-17-10 |
 5_20_5_2.0_2.5     49847.2      5437     12080    32330.2       73.3011    Feasible     3629.87	8-11-13-18-2-3-16-17-7-6-10-19-4-14-1-12-9-15-20-5    | 3-8-2-18-13-11 | 17-16-7 | 6-4-10-14-19 | 15-1-5-9-12-20 |
 1_20_6_1.0_0.5     50897.8      7435     16940    26522.8       62.2244    Feasible     3625.81	11-18-17-2-5-7-9-19-20-16-13-6-4-8-3-10-15-1-14-12    | 11-18-17 | 19-5-2-20-9-7 | 13-16-6 | 4-8 | 10-15-3 | 1-14-12 |
 2_20_6_1.0_0.5       47927      6715     13760      27452       60.8608    Feasible     3634.41	3-5-8-15-2-4-16-18-14-11-17-13-1-10-9-6-19-12-20-7    | 3-8-5 | 4-16-2-15 | 17-18-14-11 | 13-1-9-10 | 6-19 | 7-12-20 |
 3_20_6_1.0_0.5     52665.2      6626     15540    30499.2       73.8015    Feasible     3620.63	15-4-14-18-17-9-20-8-11-1-19-6-2-3-10-16-12-7-5-13    | 14-4-15 | 17-18 | 9-8-11-20 | 6-1-2-19 | 3-10-16-12 | 7-13-5 |
 4_20_6_1.0_0.5     41763.7      7206     11740    22817.7       65.3904    Feasible     3620.93	11-8-20-4-19-2-17-6-18-13-12-10-16-9-14-3-1-5-7-15    | 11-4-20-8 | 2-17-19-6 | 18-13-12 | 16-10 | 14-9-3 | 1-5-15-7 |
 5_20_6_1.0_0.5     50766.7      7932     13340    29494.7       68.9202    Feasible     3619.37	16-17-1-14-19-8-15-6-13-5-3-11-2-12-7-10-18-9-20-4    | 17-16-1 | 19-14 | 8-15-13-6 | 5-2-3-11 | 10-12-7 | 18-4-9-20 |
 1_20_6_1.0_1.0     47994.7      7052     17260    23682.7       68.1753    Feasible     3619.97	1-18-4-7-13-14-8-15-20-5-12-11-17-16-3-19-6-10-2-9    | 1-4-18 | 14-7-13 | 5-12-20-15-8 | 17-11 | 16-6-19-3 | 2-9-10 |
 2_20_6_1.0_1.0     47433.1      8143     14460    24830.1       68.6317    Feasible     3616.83	8-5-6-20-3-2-17-9-13-19-1-4-10-18-7-12-15-16-14-11    | 5-6-20-8 | 13-2-17-9-3 | 19-1 | 4-10 | 7-15-12-18 | 14-11-16 |
 3_20_6_1.0_1.0     52966.7      7593     17840    27533.7       67.0212    Feasible     3634.16	13-20-3-8-16-11-18-14-10-5-9-19-2-12-17-7-6-4-15-1    | 20-3-13 | 16-11-18-8 | 10-14 | 5-9-19-2 | 12-7-17 | 6-4-1-15 |
 4_20_6_1.0_1.0     52045.4      6387     15540    30118.4       69.6794    Feasible     3619.77	16-3-7-14-6-11-5-18-19-4-12-9-2-1-20-10-13-15-17-8    | 16-14-6-7-3 | 5-18-11 | 4-19-12-2-9 | 20-1-13-10 | 17-8-15 |
 5_20_6_1.0_1.0       51959      6901     15060      29998       69.7065    Feasible     3628.63	4-10-7-12-11-14-3-1-17-13-6-5-2-8-20-19-15-16-18-9    | 4-10-7 | 11-3-14-12 | 17-1-6-13 | 20-8-5-2 | 9-16-18-15-19 |
 1_20_6_1.0_1.5     48986.5      6458     16120    26408.5        73.084    Feasible     3610.75	15-12-7-13-11-9-10-18-3-14-2-4-1-8-19-16-6-5-20-17    | 15-12-7-13 | 10-11-9 | 2-18-3-14 | 4-8-1 | 19-16-6 | 17-20-5 |
 2_20_6_1.0_1.5     55922.7      7970     16760    31180.7       60.1753    Feasible      3641.4	2-11-8-13-19-10-1-18-20-5-9-15-16-3-12-4-6-7-17-14    | 2-8-11 | 10-19-1-13 | 18-9-5-20 | 15-3-16 | 6-12-4-7 | 17-14 |
 3_20_6_1.0_1.5     50142.3      6243     12680    31219.3       73.1144    Feasible     3645.17	8-9-19-2-10-4-15-7-1-20-11-12-16-17-3-18-14-6-5-13    | 2-8-9-19 | 15-10-4 | 1-7-11-20 | 3-17-16-12 | 14-18 | 13-5-6 |
 4_20_6_1.0_1.5     47621.5      6796     14460    26365.5       73.5464    Feasible     3620.47	8-7-3-20-2-6-11-17-18-5-12-13-10-16-9-14-15-19-4-1    | 8 | 3-2-7-20 | 5-17-6-18-11 | 13-12-10 | 9-16-14 | 1-4-15-19 |
 5_20_6_1.0_1.5     52317.6      6139     18880    27298.6       70.2556    Feasible     3619.64	13-9-2-17-10-12-20-3-5-18-6-4-8-14-19-15-11-7-1-16    | 13-9-17-2 | 12-10-20-3 | 18-5-6 | 4-8 | 15-11-19-14 | 7-1-16 |
 1_20_6_1.0_2.0     49432.1      6579     19640    23213.1        68.366    Feasible     3623.08	20-7-6-4-18-1-9-19-17-12-14-16-11-13-3-2-15-8-10-5    | 20-7-6 | 4-9-18-1 | 17-16-14-19-12-11 | 13-3 | 2-15 | 8-10-5 |
 2_20_6_1.0_2.0     49326.3      5356     14280    29690.3       74.7788    Feasible     3621.37	3-9-11-2-20-8-15-1-16-19-14-10-18-7-5-13-4-17-6-12    | 3-9-11-2-20-8 | 15 | 16-1-19-14 | 18-5-13-7-10 | 6-4-12-17 |
 3_20_6_1.0_2.0     37546.6      5880     13340    18326.6       58.0319    Feasible     3633.95	10-2-8-4-20-9-18-11-19-6-16-7-15-12-5-3-1-13-17-14    | 2-8-4-10 | 9-20-18 | 16-11-19-6 | 7-15-12-5 | 1-3 | 14-13-17 |
 4_20_6_1.0_2.0     52216.2      6939     15660    29606.2       73.5627    Feasible      3629.2	2-4-5-13-16-15-20-7-11-12-17-10-1-3-8-14-9-6-19-18    | 2-4 | 13-16-5-15 | 11-7-20 | 10-17-12-1 | 3-8 | 19-9-14-6-18 |
 5_20_6_1.0_2.0     51110.4      7535     13620    29955.4       68.2789    Feasible      3624.9	8-17-12-15-2-18-6-9-19-7-20-4-14-1-3-13-16-10-11-5    | 8-17-15-12 | 18-2-6 | 7-19-9 | 20-1-4-14 | 3-13-16-10 | 5-11 |
 1_20_6_1.0_2.5     47842.2      7139     17560    23143.2       65.7769    Feasible     3634.68	18-10-20-9-17-16-1-6-13-4-19-11-15-7-8-12-3-14-2-5    | 20-10-18 | 17-9-16-1 | 6-13 | 11-4-15-19 | 3-12-8-7 | 14-5-2 |
 2_20_6_1.0_2.5     58948.8      7185     14420    37343.8       76.1247    Feasible     3629.72	9-4-6-8-10-18-20-5-14-7-1-11-17-3-19-15-13-2-16-12    | 4-9 | 6-10-8 | 18-14-20-5 | 1-7-17-11 | 3-13-15-19 | 12-2-16 |
 3_20_6_1.0_2.5     44429.9      8295     17340    18794.9       63.6533    Feasible     3625.16	2-13-17-20-11-9-8-19-4-10-18-5-12-1-16-3-6-15-7-14    | 17-13-2-20 | 8-11-9 | 19-4-10 | 18-12-5 | 16-1-3 | 6-7-15-14 |
 4_20_6_1.0_2.5     46489.4      6841     13740    25908.4       65.0915    Feasible     3629.63	5-17-13-1-4-7-20-9-3-8-19-12-11-6-2-18-16-15-14-10    | 13-4-17-5-1 | 9-20-3-7 | 19-8-11-12 | 18-2-6 | 15-14-10-16 |
 5_20_6_1.0_2.5     46387.5      6356     18240    21791.5        67.984    Feasible     3611.76	5-10-19-20-1-8-9-14-18-6-16-3-17-13-11-4-7-2-12-15    | 5-19-10 | 20-9-1-8-14 | 6-18-16 | 17-3-13 | 7-4 | 15-2-12-11 |
 1_20_6_1.5_0.5     46773.5      6754     14680    25339.5       73.9043    Feasible     3621.35	13-14-15-3-9-11-5-12-18-2-4-1-6-7-19-8-17-16-10-20    | 13-14 | 9-15-3 | 12-11-5 | 2-18-1-4 | 7-19-6 | 8-16-10-17-20 |
 2_20_6_1.5_0.5     45143.1      5956     12660    26527.1       74.5317    Feasible     3618.51	11-9-14-16-2-20-8-3-10-15-5-19-7-18-12-1-4-13-6-17    | 14-16-9-11 | 8-20-3-2 | 19-5-15-10-7 | 18-1-12 | 13-6-4-17 |
 3_20_6_1.5_0.5     52808.8      7539     17260    28009.8       71.8324    Feasible     3625.11	6-7-17-18-1-16-19-10-4-15-5-8-9-14-12-13-2-3-11-20    | 6-7-17 | 1-18 | 16-10-19-4 | 15-5-8-9-14 | 12-13 | 11-3-20-2 |
 4_20_6_1.5_0.5     51768.3      5910     19040    26818.3       73.8945    Feasible     3621.33	19-3-16-7-10-8-11-15-13-6-2-20-5-4-1-14-12-9-18-17    | 19-16-3 | 7-11-8-10 | 15-13-6 | 20-2-5 | 12-14-4-1 | 18-17-9 |
 5_20_6_1.5_0.5     66211.6      6905     18500    40806.6       70.4936    Feasible     3621.53	9-5-1-8-12-10-11-16-3-15-6-4-2-19-14-7-13-17-18-20    | 9-1-5 | 12-8 | 6-11-3-16-15-10 | 14-19-2-4 | 13-17-20-18-7 |
 1_20_6_1.5_1.0     44234.8      7521     13160    23553.8       74.6962    Feasible     3618.61	16-12-3-4-19-20-14-5-10-17-13-11-18-6-1-8-2-9-15-7    | 12-3-4-16 | 19 | 20-14 | 13-10-5-17-11 | 1-8-2-6-18 | 9-15-7 |
 2_20_6_1.5_1.0     58328.6      7981     19000    31347.6       69.6687    Feasible     3621.11	14-17-1-11-18-6-13-2-15-16-8-4-20-19-9-10-3-5-12-7    | 17-1-14 | 18-11-6-13 | 15-2-16 | 8-20-4 | 9-19-10 | 12-5-7-3 |
 3_20_6_1.5_1.0     55277.1      7202     20620    27455.1       70.9419    Feasible     3635.92	14-13-15-3-16-1-6-17-18-2-10-20-8-19-12-4-7-11-9-5    | 14-13 | 1-3-15-16 | 17-6-18 | 2-20-10 | 12-8-19 | 9-7-11-4-5 |
 4_20_6_1.5_1.0       45820      7395     12740      25685        65.872    Feasible     3631.59	16-10-13-18-20-19-8-15-5-12-6-11-17-7-2-4-9-1-14-3    | 16-20-13-10-18 | 19-8-15 | 12-5 | 11-17-6 | 4-2-7-9 | 14-3-1 |
 5_20_6_1.5_1.0     57019.1      6699     16520    33800.1       70.9258    Feasible     3629.56	5-10-9-14-16-11-13-19-20-6-4-12-8-18-7-1-3-2-15-17    | 10-9-14-5 | 13-19-11-20-16 | 6-8-18-4-12 | 1-7-3 | 15-17-2 |
 1_20_6_1.5_1.5     65116.8      8876     14960    41280.8       76.2195    Feasible     3617.46	12-10-2-5-15-20-4-1-17-19-7-18-16-11-9-8-13-3-14-6    | 12-10-2-5 | 4-1-15-20 | 17-7-19 | 11-16-9-18 | 13-8 | 14-3-6 |
 2_20_6_1.5_1.5     57533.1      7780     19300    30453.1       76.2436    Feasible     3615.89	17-10-1-11-20-19-14-3-5-2-8-7-18-6-4-16-15-12-13-9    | 10-17 | 1-11-20 | 3-5-14-19-2 | 8-7-18-4-6 | 13-12-16-15 | 9 |
 3_20_6_1.5_1.5     59366.3      7191     22340    29835.3       72.2254    Feasible     3617.19	8-6-5-7-3-10-16-17-13-14-2-9-18-20-1-12-11-4-15-19    | 6-8-5 | 7-10-16-3 | 17-13 | 18-14-9-2 | 4-11-20-12-1 | 19-15 |
 4_20_6_1.5_1.5       63267      6442     23400      33425       68.2603    Feasible     3623.59	8-19-13-6-12-1-15-3-14-4-18-2-11-9-7-16-17-20-10-5    | 8-13-19 | 12-1-6 | 14-4-15-3 | 11-2-18-9 | 17-7-16 | 20-10-5 |
 5_20_6_1.5_1.5       51004      5762     14300      30942       75.9887    Feasible      3620.9	20-10-4-19-6-12-16-17-5-8-15-14-7-9-2-13-18-11-1-3    | 10-19-20-6-4 | 17-16-12 | 9-5-8-14-7-15 | 13-18-2 | 1-3-11 |
 1_20_6_1.5_2.0     34537.4      5573     10300    18662.4       69.9312    Feasible     3626.34	13-14-17-7-16-19-9-15-20-11-5-1-2-10-18-6-8-4-12-3    | 17-13-14 | 7-16-19 | 20-15-9 | 11-5-1-2 | 10-18 | 8-4-3-6-12 |
 2_20_6_1.5_2.0     56200.3      7948     16740    31512.3       75.9045    Feasible     3614.75	12-9-4-16-1-3-18-8-20-14-7-13-11-2-10-5-17-19-15-6    | 4-9-12 | 16-1-3 | 8-20-14-18 | 7-13 | 10-5-11-2 | 17-15-6-19 |
 3_20_6_1.5_2.0     59787.6      7256     21940    30591.6       74.4602    Feasible      3616.3	7-8-16-4-12-1-17-15-9-14-18-13-6-11-5-10-2-3-19-20    | 8-4-16-7 | 12 | 1-9-15-14-17 | 18-6-13 | 5-11-10 | 2-3-20-19 |
 4_20_6_1.5_2.0     50596.7      5045     12260    33291.7       74.0266    Feasible     3621.01	16-4-2-3-15-19-18-12-11-1-13-5-10-9-14-20-7-6-8-17    | 2-15-19-3-16-4 | 13-1-11-18-12 | 10-20-5-9-14 | 6-17-7-8 |
 5_20_6_1.5_2.0     52735.7      7671     15960    29104.7       73.1307    Feasible     3625.48	5-20-11-7-15-19-9-10-16-14-6-1-13-4-2-17-3-18-12-8    | 20-5-11 | 19-15-7 | 10-9-16 | 13-14-6-1 | 17-4-2 | 12-3-8-18 |
 1_20_6_1.5_2.5     49804.8      7069     16580    26155.8       70.8761    Feasible     3618.73	7-4-17-10-15-13-9-1-16-11-19-20-12-18-6-8-5-2-14-3    | 7-17-4 | 13-10-9-15-1 | 16-11-19 | 20-18-6-12 | 8-5 | 2-3-14 |
 2_20_6_1.5_2.5     60895.2      6821     20460    33614.2       74.5722    Feasible     3611.87	10-4-12-5-18-7-8-3-19-16-17-9-13-20-11-14-1-15-2-6    | 10-4-12 | 7-8-5-18 | 19-16-3 | 13-17-9 | 20-11-14 | 15-1-2-6 |
 3_20_6_1.5_2.5     39932.2      5837     15220    18875.2        69.183    Feasible      3616.2	13-7-19-3-8-6-11-17-4-2-9-18-16-20-14-5-1-12-15-10    | 7-13 | 3-8-19 | 11-6 | 17-18-2-9-4 | 20-14-5-16 | 10-12-1-15 |
 4_20_6_1.5_2.5     56164.6      6837     15300    34027.6       71.3352    Feasible     3621.76	6-7-15-2-11-13-19-16-4-8-17-9-3-18-5-1-14-20-12-10    | 7-6-15 | 8-13-11-2-19-16-4 | 9-17-3 | 18-5-1 | 20-12-10-14 |
 5_20_6_1.5_2.5     47461.6      7987     18200    21267.6       73.1195    Feasible     3620.35	2-15-20-17-7-4-13-11-12-6-5-1-19-9-10-3-14-16-18-8    | 20-15-2 | 13-4 | 17-12-11-7 | 5-1-6 | 19-10-9 | 16-14-8-18-3 |
 1_20_6_2.0_0.5     55040.9      6403     13680    34957.9       74.7445    Feasible     3619.95	3-12-13-20-6-2-5-8-14-7-19-10-11-15-16-17-18-9-1-4    | 12-3-20-13 | 5-6-8-2 | 7-14-19 | 17-10-15-11-16 | 18-9-4-1 |
 2_20_6_2.0_0.5     68665.9      7218     26100    35347.9       73.8757    Feasible     3613.74	4-6-8-9-17-3-11-15-7-10-18-16-20-2-5-13-14-19-12-1    | 8-4-9-6 | 3-11-17-15 | 7-18-10-16 | 13-5-2-20 | 14-19-1-12 |
 3_20_6_2.0_0.5     53997.7      5972     18240    29785.7       70.7411    Feasible     3616.19	9-13-18-4-1-16-17-11-2-19-10-20-5-6-7-15-14-8-3-12    | 4-1-13-18-9 | 16-11-17 | 20-5-2-19-10 | 7-14-15-6 | 8-3-12 |
 4_20_6_2.0_0.5     49588.6      6914     16040    26634.6       68.3964    Feasible     3611.39	6-20-13-4-11-14-9-15-19-3-17-10-5-8-16-18-1-2-7-12    | 6-13-20 | 19-14-15-11-4-9 | 3-17-10 | 18-5-16-8 | 1-2-12-7 |
 5_20_6_2.0_0.5     61766.3      6964     20280    34522.3       75.5453    Feasible     3619.99	19-12-6-3-15-10-14-1-11-7-8-9-13-18-17-4-16-20-2-5    | 3-19-12-6 | 15-11-10-14-1 | 8-9-7-13 | 17-18 | 4-16-20 | 5-2 |
 1_20_6_2.0_1.0     43221.4      5161     13860    24200.4       71.0009    Feasible     3619.42	1-2-15-7-17-9-13-8-16-5-11-4-19-12-18-6-14-3-20-10    | 1-15-2 | 7-13-17-9 | 8-11-16-5 | 4-3-6-19-14-18-12 | 10-20 |
 2_20_6_2.0_1.0     42622.9      6284     13840    22498.9        70.922    Feasible     3617.42	12-1-19-13-4-5-10-11-2-17-3-16-9-15-14-18-6-8-20-7    | 1-12-19 | 4-13 | 11-10-5 | 15-17-14-3-16-9 | 18-6-7-8-20-2 |
 3_20_6_2.0_1.0     58402.1      5957     18140    34305.1       77.4742    Feasible     3616.69	14-17-9-19-18-3-6-5-7-11-10-1-4-12-20-15-16-2-8-13    | 14-19-9-17 | 18-3-6 | 11-1-7-10-4-5 | 20-15-16 | 8-13-12-2 |
 4_20_6_2.0_1.0     52026.4      5657     18120    28249.4       72.1915    Feasible     3627.83	16-20-4-19-18-8-9-12-7-13-2-6-11-1-5-15-17-3-14-10    | 4-16-20 | 9-8-18-19 | 7-13-2-6 | 1-11-15-17-5 | 12-14-3-10 |
 5_20_6_2.0_1.0     46353.2      5684     14060    26609.2       72.3664    Feasible      3609.9	4-10-9-17-7-8-20-1-13-12-11-2-16-5-14-15-19-18-6-3    | 9-17-4-10 | 20-8-1-7 | 13-12-11 | 19-15-6-14-2-5-16-18 | 3 |
 1_20_6_2.0_1.5     45557.5      4994     15660    24903.5       71.7121    Feasible     3619.49	1-14-15-19-17-10-11-16-3-20-2-7-13-6-5-12-18-8-9-4    | 15-1-19-17-14 | 3-20-16-10-11 | 7-2-13 | 6-18-5-12 | 9-4-8 |
 2_20_6_2.0_1.5     50586.3      6805     17600    26181.3       74.8053    Feasible     3620.34	2-16-5-9-10-8-15-18-4-3-6-7-11-20-13-14-12-19-1-17    | 2-16 | 5-10-9 | 15-18-8 | 7-4-3-11-6-20 | 13-19-14-12 | 1-17 |
 3_20_6_2.0_1.5     63688.6      7069     19080    37539.6       78.8783    Feasible     3615.37	2-3-20-4-9-8-7-11-10-15-17-5-14-6-1-16-12-19-18-13    | 4 | 11-9-3-20-8-2-7 | 17-5-10-15 | 6-14-16-1 | 13-19-12-18 |
 4_20_6_2.0_1.5     55145.8      7128     15960    32057.8       71.3653    Feasible     3611.34	17-1-12-14-7-18-4-15-2-13-5-19-16-3-9-20-6-10-11-8    | 12-14-1-17 | 18-4-7-15 | 5-13-2 | 9-19-16-3 | 6-10-11-20-8 |
 5_20_6_2.0_1.5     51434.8      7664     15600    28170.8       68.8173    Feasible     3613.39	19-5-10-2-20-15-7-4-18-3-6-11-12-1-13-9-16-8-14-17    | 2-10-19-20-5 | 15-7-4 | 6-3-18-11 | 16-9-1-13-12 | 17-14-8 |
 1_20_6_2.0_2.0     65373.7      7675     21200    36498.7       76.3718    Feasible     3617.14	8-10-18-7-20-9-5-2-6-19-15-4-14-12-16-1-3-11-17-13    | 18-8-10 | 20-9-7 | 15-6-19-2-4-5 | 1-16-14-12 | 13-11-3-17 |
 2_20_6_2.0_2.0     61450.1      6973     19340    35137.1       74.5415    Feasible     3618.54	10-11-12-3-2-4-9-6-13-18-20-7-15-1-5-8-19-16-14-17    | 12-10-11-3 | 2-6-9-4 | 13-7-15-18-20 | 5-8-1 | 16-19-17-14 |
 3_20_6_2.0_2.0     59135.7      6801     17860    34474.7       70.6426    Feasible     3623.73	7-13-2-19-1-5-14-17-11-15-10-8-18-3-16-6-4-12-20-9    | 19-2-5-1 | 14-11-17 | 13-7-15 | 8-10-18-3-16 | 6-9-12-4-20 |
 4_20_6_2.0_2.0     53049.3      6822     16620    29599.3       73.3008    Feasible     3613.37	11-4-14-5-20-8-13-2-3-12-7-15-19-18-9-16-1-6-10-17    | 11-4-14 | 8-20-5 | 3-2-12-13 | 15-16-7-18-1-19-9 | 17-6-10 |
 5_20_6_2.0_2.0     62088.1      6732     26880    28476.1       70.7258    Feasible     3618.15	6-17-5-1-4-12-18-2-8-13-14-11-7-3-19-16-15-10-9-20    | 1-5-17-6 | 4-12-18 | 8-2 | 13-11-3-14-7 | 16-19-15 | 20-9-10 |
 1_20_6_2.0_2.5     57481.2      6913     17020    33548.2       72.6627    Feasible     3619.66	4-10-7-11-15-18-5-12-20-9-2-3-14-16-19-6-17-8-1-13    | 4-10 | 7-15-11 | 9-5-18-12-3-20-2 | 6-14-17-19-16 | 13-8-1 |
 2_20_6_2.0_2.5     50842.7      6104     17860    26878.7       73.1348    Feasible     3612.69	4-14-18-1-19-12-5-11-16-7-15-2-17-8-9-10-20-6-3-13    | 4-19-14-18-1-12 | 11-7-15-5-16 | 17-2-8 | 10-20-6 | 9-13-3 |
 3_20_6_2.0_2.5     57723.5      6997     21600    29126.5       75.3624    Feasible     3623.67	3-8-20-1-11-2-10-4-5-6-19-16-15-17-7-13-18-12-9-14    | 3-8 | 1-20 | 10-11-4-2 | 16-19-5-6 | 18-17-12-15-7-13 | 9-14 |
 4_20_6_2.0_2.5     47304.3      6356     16580    24368.3       73.6201    Feasible      3620.3	17-2-13-20-12-18-1-4-7-8-16-9-5-19-15-3-6-11-10-14    | 13-2-17 | 18-20-12 | 7-4-8-1-16 | 15-9-5-19-3 | 11-10-6-14 |
 5_20_6_2.0_2.5     41422.8      6279     13620    21523.8       67.9039    Feasible     3610.21	12-16-4-1-11-18-14-13-3-2-5-6-7-15-8-10-19-9-17-20    | 4-16-12-1 | 13-14-11-18 | 2-5-6-3-7 | 8-15-10 | 19 | 17-20-9 |
