       Instance   Obj_Value     Obj_1     Obj_2      OBj_3  RelativeGap%      Status     CPUtime	Processing_Order                       Vehicle_Routes
 4_15_6_1.0_1.5     26350.8      5447     10965     9938.8       61.7773    Feasible     3663.66	3-9-1-15-11-12-13-4-7-5-10-6-14-8-2    | 3-1 | 9-15 | 12-13-11-4 | 10-7-5 | 6-14 | 2-8 |
 5_15_6_1.0_1.5     22145.8      5357      5955    10833.8        67.965    Feasible     3640.53	2-9-1-11-10-4-8-14-7-6-13-5-3-12-15    | 2-1-9 | 4-10-11-8 | 14-7-6 | 5-13 | 12-15-3 |
 1_15_6_1.0_2.0     22774.6      5053     10350     7361.6       44.8927    Feasible     3633.55	1-3-6-9-5-8-4-13-15-12-11-14-10-2-7    | 9-6-3-1 | 8-4-5 | 11-12-15 | 13-14-10 | 7-2 |
 2_15_6_1.0_2.0     25369.3      4575      8400    12390.3       66.5095    Feasible     3672.31	13-15-6-10-1-12-7-3-14-8-9-2-5-11-4    | 15-13 | 10-6-12-1 | 7-3 | 9-2-14-8 | 4-5-11 |
 3_15_6_1.0_2.0     28813.1      5532      9240    14041.1       62.2882    Feasible     3685.96	14-7-4-1-8-12-3-13-9-10-6-5-15-2-11    | 7-14-4 | 12-8-1-3 | 10-13-9 | 15-6-5 | 11-2 |
 4_15_6_1.0_2.0       27092      5067      7125      14900       73.4006    Feasible     3670.96	3-9-1-6-15-2-10-13-7-5-8-4-14-12-11    | 3-9-1 | 6-13-15-10-2 | 5-7 | 8-4 | 14-12-11 |
 5_15_6_1.0_2.0     27354.5      5747      9030    12577.5       65.9947    Feasible     3622.58	2-3-12-5-1-14-4-7-13-10-8-6-11-9-15    | 3-12-2 | 5-1-14 | 4-7 | 13-8-10 | 6-11 | 15-9 |
 1_15_6_1.0_2.5     24595.6      5547      6555    12493.6       59.7048    Feasible     3694.06	4-15-3-6-9-8-14-11-13-2-5-1-10-12-7    | 4-15-3 | 9-6 | 14-8-11 | 2-5-13 | 1-10-7-12 |
 2_15_6_1.0_2.5     30073.9      6256     12165    11652.9       58.7894    Feasible     3689.08	10-8-9-15-1-2-6-12-13-5-11-3-7-14-4    | 10-8 | 1-15-9 | 6-13-12-2 | 5-11 | 3-7 | 14-4 |
 3_15_6_1.0_2.5     28468.8      5310     12150    11008.8        59.612    Feasible     3643.98	7-13-14-12-2-15-4-8-1-10-5-9-11-3-6    | 7-13-12-14 | 2-15 | 4 | 1-8-10-5 | 9-11 | 6-3 |
 4_15_6_1.0_2.5     14586.5      4390      6300     3896.5       51.5003    Feasible      3608.7	11-14-3-15-4-7-9-13-2-10-5-6-12-8-1    | 14-11-3 | 7-9-4-13-15 | 5-10-2 | 12-6 | 8-1 |
 5_15_6_1.0_2.5     16659.8      4454      5025     7180.8        58.376    Feasible     3620.92	10-2-1-8-3-6-7-4-5-13-11-12-14-15-9    | 2-10-3-8-1 | 6-7-4 | 5 | 12-13-14-11 | 15-9 |
 1_15_6_1.5_0.5     26697.4      5498      7170    14029.4        61.051    Feasible     3681.49	8-4-13-7-5-10-11-12-15-1-9-2-6-14-3    | 4-8 | 5-7-13-10 | 11-12 | 9-15-1 | 2-6-3-14 |
 2_15_6_1.5_0.5     22703.9      4265      7755    10683.9       66.4608    Feasible     3631.17	13-4-14-9-2-3-8-15-5-6-10-7-12-1-11    | 4-14-13 | 9-2-3 | 15-8 | 5-10-6 | 7-11-1-12 |
 3_15_6_1.5_0.5     27705.5      5470     10875    11360.5       60.6274    Feasible     3674.35	11-9-5-12-6-8-10-2-15-13-4-1-7-3-14    | 12-11-5-9 | 8-10-6 | 2-15 | 4-13-1-7 | 14-3 |
 4_15_6_1.5_0.5     29271.5      6446     11010    11815.5       62.9849    Feasible      3647.3	5-11-8-4-3-14-10-12-15-13-6-9-7-2-1    | 5 | 4-8-11 | 14-10-3 | 12-15 | 7-13-9-6 | 2-1 |
 5_15_6_1.5_0.5     29095.6      6434      7875    14786.6       69.2277    Feasible     3669.05	11-7-10-13-6-14-12-5-4-2-15-1-8-3-9    | 11 | 10-7-13 | 14-6-12 | 5-4-2 | 15-1 | 3-9-8 |
 1_15_6_1.5_1.0     28171.6      5224     10425    12522.6       66.2576    Feasible     3635.47	2-8-14-5-4-15-1-7-10-3-6-9-11-12-13    | 8-2 | 5-14 | 15-10-1-3-7-4 | 9-11-6 | 13-12 |
 2_15_6_1.5_1.0     23472.6      5812      8190     9470.6        67.099    Feasible     3662.72	2-1-11-5-10-7-6-12-13-9-3-4-15-14-8    | 11-2-1 | 7-5-10 | 12-6-13 | 9-3 | 4-15 | 14-8 |
 3_15_6_1.5_1.0     29365.1      4924     10695    13746.1       65.2568    Feasible     3657.43	7-3-13-15-1-12-8-10-9-2-14-5-11-4-6    | 7-3 | 1-13-15 | 12-10-8 | 5-2-9-14 | 11-4-6 |
 4_15_6_1.5_1.0     30071.9      5353      9645    15073.9       69.0676    Feasible     3626.58	4-13-1-12-11-9-3-15-7-8-14-2-6-5-10    | 4-13 | 9-1-11-12 | 3 | 15-7-14-8 | 6-10-2-5 |
 5_15_6_1.5_1.0     29971.7      5565      8355    16051.7       70.2954    Feasible     3613.35	10-15-3-7-14-11-1-5-2-9-8-12-13-6-4    | 15-10-3 | 14-1-11-7 | 2-5 | 8-13-12-9 | 6-4 |
 1_15_6_1.5_1.5     24437.8      5095      7350    11992.8         60.78    Feasible      3641.9	8-3-15-6-1-7-9-14-5-2-4-11-10-12-13    | 8-15-3 | 9-1-14-6-7 | 2-5-11-4 | 12-10-13 |
 2_15_6_1.5_1.5     32651.4      5058     10575    17018.4       68.8392    Feasible     3626.43	3-12-5-10-6-9-14-15-13-2-8-4-7-11-1    | 3-12-5 | 10-9-14-6 | 15 | 13-4-2-8 | 1-7-11 |
 3_15_6_1.5_1.5     28005.4      4890      8310    14805.4       66.0184    Feasible      3639.6	2-13-5-7-3-4-9-8-1-6-11-12-15-10-14    | 5-2-13 | 7-9-3-4 | 8-11-6-1 | 12-14-15-10 |
 4_15_6_1.5_1.5     27692.4      5539      8580    13573.4       66.7636    Feasible     3674.15	12-1-14-2-5-7-4-11-13-8-10-6-15-9-3    | 1-12 | 2-7-14-5 | 11-4 | 10-8-13 | 6-15 | 9-3 |
 5_15_6_1.5_1.5       25080      4164      8010      12906       63.4413    Feasible     3619.95	5-8-11-12-15-6-2-7-10-14-4-13-1-9-3    | 6-12-5-15-11-8 | 7-2 | 13-1-14-4-10 | 9-3 |
 1_15_6_1.5_2.0     28057.3      6306     11175    10576.3       64.7765    Feasible     3649.47	2-9-1-3-12-5-4-13-11-6-7-14-10-8-15    | 2-9 | 3-1 | 4-12-5 | 13-11-6 | 14-7 | 10-8-15 |
 2_15_6_1.5_2.0     21656.5      4686      8625     8345.5        61.449    Feasible      3627.7	8-12-4-9-13-5-15-1-6-10-2-3-7-11-14    | 8-12 | 5-9-4-13 | 10-15-1-6 | 7-3-2 | 14-11 |
 3_15_6_1.5_2.0     24022.4      4391      8130    11501.4       60.5185    Feasible     3651.83	12-8-5-4-7-13-11-2-6-10-14-3-9-1-15    | 8-12-4-5 | 11-7-13-6-2 | 9-14-3-10 | 1-15 |
 4_15_6_1.5_2.0     22185.9      4960      8925     8300.9       63.5629    Feasible     3616.31	9-10-15-14-5-7-2-11-8-12-1-4-6-13-3    | 9-10 | 15-14-5 | 7-2-8-11 | 1-12 | 4-6-3-13 |
 5_15_6_1.5_2.0     34918.3      4584      8100    22234.3       73.5368    Feasible     3671.78	3-8-5-11-7-1-10-12-4-6-9-13-14-2-15    | 8-3-5 | 1-10-12-7-11 | 6-9-4 | 13-15-2-14 |
 1_15_6_1.5_2.5     27466.9      6404      8655    12407.9       62.0995    Feasible        3689	2-8-7-3-1-10-13-6-5-11-9-12-14-4-15    | 2-8 | 7-3-10-1 | 5-6-13 | 14-9-11-12 | 4-15 |
 2_15_6_1.5_2.5     25127.8      4980      8205    11942.8       60.8016    Feasible        3661	14-3-9-15-4-13-1-8-5-12-10-6-2-7-11    | 14-3-15-9 | 1-8-4-13 | 12-5-10-6 | 7-11-2 |
 3_15_6_1.5_2.5     26024.2      4990      9720    11314.2       63.9023    Feasible     3667.77	12-15-3-11-8-9-1-4-6-10-14-13-5-2-7    | 12-8-11-3-15 | 9-1 | 10-6-4 | 14-5-13 | 2-7 |
 4_15_6_1.5_2.5     34096.7      5884     14085    14127.7       63.9898    Feasible     3659.16	1-15-14-11-10-7-6-3-8-2-9-5-4-12-13    | 1-15 | 14-10-11 | 6-7-3-8 | 2-5-9 | 12-13-4 |
 5_15_6_1.5_2.5     35804.7      5621     13275    16908.7       65.8805    Feasible     3696.28	3-1-9-10-12-2-8-5-4-7-14-11-6-15-13    | 9-1-3-10 | 2-12 | 4-8-5 | 11-14-7 | 13-15-6 |
 1_15_6_2.0_0.5     32569.5      5127     11340    16102.5       72.9524    Feasible     3647.43	6-10-4-9-15-12-1-7-13-3-14-8-2-5-11    | 6-10 | 12-15-4-9 | 1-13-7 | 3-14 | 8-2-5-11 |
 2_15_6_2.0_0.5     30330.4      5502     12765    12063.4       67.5886    Feasible     3664.86	15-8-6-12-10-1-2-13-9-4-14-11-5-7-3    | 8-15-6 | 10-12-1 | 2-13-9 | 4-11-14 | 5 | 3-7 |
 3_15_6_2.0_0.5     34053.5      3845      9750    20458.5       69.5285    Feasible     3629.36	8-12-11-15-13-9-2-4-7-10-1-5-14-6-3    | 8-15-12-11 | 4-2-9-13-7 | 5-1-10 | 6-14-3 |
 4_15_6_2.0_0.5     31020.8      6149     11190    13681.8       69.3826    Feasible     3633.33	12-6-8-14-2-13-11-3-7-9-1-5-4-10-15    | 12-6 | 8-14 | 11-2-13 | 3-7-9 | 5-1 | 10-15-4 |
 5_15_6_2.0_0.5       26902      5206      7710      13986       62.3683    Feasible     3638.49	9-13-8-6-2-4-10-14-1-7-11-5-12-3-15    | 8-13-6-9 | 14-4-10-2 | 7-1-11 | 12-15-3-5 |
 1_15_6_2.0_1.0     30253.5      5588      8475    16190.5       64.0382    Feasible     3674.61	4-3-6-11-14-13-10-7-15-1-9-2-12-5-8    | 3-6-4 | 11-14 | 7-10-13 | 1-12-2-9-15 | 8-5 |
 2_15_6_2.0_1.0     36580.2      6033     13860    16687.2       69.8406    Feasible     3638.52	5-15-1-11-13-12-2-7-6-4-10-9-14-3-8    | 15-1-5 | 13-11 | 12-2-7-6 | 10-4-9 | 14-3-8 |
 3_15_6_2.0_1.0     36846.1      4897     13425    18524.1       69.0218    Feasible      3625.9	1-4-15-14-5-8-6-9-7-3-10-13-12-11-2    | 15-1-4-5-14 | 9-7-8-6 | 10-3 | 12-13 | 11-2 |
 4_15_6_2.0_1.0       37816      4913     10665      22238       70.1214    Feasible     3617.07	1-8-7-14-4-11-2-13-10-3-5-6-12-15-9    | 1-7-14-8-11-4 | 13-2 | 5-3-10-6 | 12-9-15 |
 5_15_6_2.0_1.0     30696.2      5441      9915    15340.2       68.4703    Feasible     3660.17	11-14-10-5-6-2-12-13-1-9-3-8-7-15-4    | 10-14-5-11 | 6-12-2 | 1-9-13 | 3-8-7 | 15-4 |
 1_15_6_2.0_1.5     28770.4      5687     10110    12973.4        61.674    Feasible     3626.63	11-6-2-7-12-13-5-15-9-4-8-1-3-10-14    | 6-2-11 | 7-12-13 | 5-9-15 | 8-1-3-4 | 10-14 |
 2_15_6_2.0_1.5     34315.7      4855      9195    20265.7       68.2338    Feasible     3684.09	10-5-8-13-6-3-12-9-15-7-11-1-2-4-14    | 10-8-5 | 12-13-6-3-9 | 11-15-7 | 1-2-4-14 |
 3_15_6_2.0_1.5     32032.5      4860     11115    16057.5       65.9307    Feasible     3685.88	13-1-2-7-14-10-12-4-6-3-5-15-11-9-8    | 13-1-2 | 12-14-7-10 | 6-4 | 5-15-3 | 11-9-8 |
 4_15_6_2.0_1.5     26889.1      5019      7710    14160.1       70.4817    Feasible     3654.03	14-4-2-3-5-7-10-13-8-9-12-15-1-6-11    | 14-3-2-4 | 5-10-7 | 13 | 8-12-9-15 | 6-11-1 |
 5_15_6_2.0_1.5     26775.1      6537      7950    12288.1       73.5067    Feasible     3670.72	6-12-13-1-9-4-3-15-14-2-8-5-11-7-10    | 12-6 | 13-1-9 | 3-15-4 | 14-8-2 | 5-11 | 10-7 |
 1_15_6_2.0_2.0     37450.2      5574     11160    20716.2       68.5443    Feasible      3629.7	4-7-9-11-3-2-12-1-15-8-10-5-6-13-14    | 7-4-9 | 3-11-2-12 | 10-8-1-15 | 6-5 | 14-13 |
 2_15_6_2.0_2.0     33663.1      6511      9990    17162.1        71.269    Feasible      3628.9	13-3-8-15-11-12-2-9-4-6-14-7-5-10-1    | 13-3-8 | 11-12-15-2 | 6-9-4 | 7-14 | 1-10-5 |
 3_15_6_2.0_2.0     32494.6      4901     10440    17153.6       69.7607    Feasible     3679.46	2-1-3-14-10-8-9-4-11-13-15-12-5-7-6    | 1-2 | 9-8-14-3-10 | 4-11-13 | 12-5-6-7-15 |
 4_15_6_2.0_2.0     25380.8      4081      8745    12554.8       63.6382    Feasible     3629.89	6-14-10-7-9-15-4-2-1-5-11-13-8-12-3    | 10-6-14 | 9-7-15-4 | 11-5-13-2-1 | 8-12-3 |
 5_15_6_2.0_2.0     31989.8      5441      9075    17473.8       73.6826    Feasible     3620.64	5-7-3-14-8-11-15-1-2-12-4-10-6-9-13    | 7-5 | 8-3-14 | 15-1-11-2 | 4-12-10-6 | 9-13 |
 1_15_6_2.0_2.5     29498.9      5764     10200    13534.9       66.7184    Feasible     3620.32	14-2-10-9-7-11-12-6-13-1-4-3-15-5-8    | 14-10-2 | 9-7-12-11 | 1-13-6 | 3-4-15 | 8-5 |
 2_15_6_2.0_2.5     25341.8      5928      8820    10593.8       64.7704    Feasible     3637.52	9-14-4-8-6-5-13-7-12-1-11-10-3-15-2    | 14-9-4 | 13-6-5-8 | 12-7-1 | 11-10-3 | 2-15 |
 3_15_6_2.0_2.5     32670.8      4919     10995    16756.8       70.6482    Feasible     3612.51	12-7-6-8-1-14-2-13-5-3-4-9-15-11-10    | 8-12-6-7 | 1-2-14 | 5-13-4-3 | 15-9 | 10-11 |
 4_15_6_2.0_2.5     19602.5      4262      6645     8695.5        61.221    Feasible     3656.02	2-7-3-11-12-5-6-8-10-9-13-1-4-14-15    | 7-11-12-3-2 | 8-6-5 | 13-10-9 | 1-14-15-4 |
 5_15_6_2.0_2.5     36749.7      5580     14115    17054.7       70.0468    Feasible     3669.26	8-1-14-2-10-13-3-11-4-12-9-5-7-6-15    | 14-8-1 | 2-10 | 13-3 | 11-9-4-12 | 7-15-5-6 |
